beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type
"Chinookalicious IPA","The Bier Brewery","IPA - American",7.3,75,,"The Tap",Indianapolis,IN,"United States",39.7712,-86.1547,2,"2015-11-28 00:24:43",https://untappd.com/c/250073228,https://untappd.com/beer/148322,https://untappd.com/brewery/3429,"United States",Indianapolis,IN,,,
Coastbuster,"Upland Brewing Company","IPA - Imperial / Double",8.5,65,,"HopCat - Broad Ripple",Indianapolis,IN,"United States",39.8695,-86.1462,3,"2015-11-29 08:48:18",https://untappd.com/c/250681115,https://untappd.com/beer/566368,https://untappd.com/brewery/1313,"United States",Bloomington,IN,,,
"PDG Pale","The Bier Brewery","Pale Ale - American",6,44,,"HopCat - Broad Ripple",Indianapolis,IN,"United States",39.8695,-86.1462,3.25,"2015-11-29 08:48:49",https://untappd.com/c/250681173,https://untappd.com/beer/43087,https://untappd.com/brewery/3429,"United States",Indianapolis,IN,,,
"Green Bullet","Green Flash Brewing Company","IPA - Triple",10.1,100,,"HopCat - Broad Ripple",Indianapolis,IN,"United States",39.8695,-86.1462,3,"2015-11-29 08:49:12",https://untappd.com/c/250681215,https://untappd.com/beer/798088,https://untappd.com/brewery/609,"United States","San Diego",CA,,,
"Rail Splitter IPA","Triton Brewing","IPA - American",7,70,,"HopCat - Broad Ripple",Indianapolis,IN,"United States",39.8695,-86.1462,2.5,"2015-11-29 08:50:06",https://untappd.com/c/250681275,https://untappd.com/beer/70502,https://untappd.com/brewery/19272,"United States",Indianapolis,IN,,,
"Superfly IPA","Oaken Barrel Brewing Company","IPA - American",7.5,0,,"HopCat - Broad Ripple",Indianapolis,IN,"United States",39.8695,-86.1462,3,"2015-11-29 08:51:09",https://untappd.com/c/250681375,https://untappd.com/beer/428266,https://untappd.com/brewery/930,"United States",Greenwood,IN,,,
"Hare Trigger IPA","Quaff ON! Brewing Company","IPA - American",6.5,75,,"HopCat - Broad Ripple",Indianapolis,IN,"United States",39.8695,-86.1462,3.25,"2015-11-29 08:52:15",https://untappd.com/c/250681486,https://untappd.com/beer/425390,https://untappd.com/brewery/68922,"United States",Nashville,IN,,,
"Fürst Blood Orange Wheat","Noble Order",Hefeweizen,5.6,0,,"HopCat - Broad Ripple",Indianapolis,IN,"United States",39.8695,-86.1462,3,"2015-11-29 09:00:27",https://untappd.com/c/250682209,https://untappd.com/beer/900866,https://untappd.com/brewery/172427,"United States",Richmond,IN,,,
"Tripel de Ripple","Brugge Brasserie","Belgian Tripel",9.8,27,,"HopCat - Broad Ripple",Indianapolis,IN,"United States",39.8695,-86.1462,2.75,"2015-11-29 09:03:10",https://untappd.com/c/250682464,https://untappd.com/beer/24804,https://untappd.com/brewery/2733,"United States",Indianapolis,IN,,,
"Elusive Double IPA","Listermann Brewing Company","IPA - Imperial / Double",8.3,80,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3.75,"2015-12-01 16:40:41",https://untappd.com/c/251186927,https://untappd.com/beer/1295961,https://untappd.com/brewery/794,"United States",Cincinnati,OH,,,
"Bonbonerie Opera Cream Stout","Blank Slate Brewing Co.","Stout - Other",5.7,30,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3.75,"2015-12-01 17:03:54",https://untappd.com/c/251191081,https://untappd.com/beer/951185,https://untappd.com/brewery/32576,"United States",,,,,
Lift,"MadTree Brewing Company",Kölsch,4.7,11,,"Taste of Orient",Columbus,OH,"United States",40.0116,-83.0103,3.5,"2015-12-04 22:46:32",https://untappd.com/c/252189719,https://untappd.com/beer/536931,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
"Seersucker Summer Pils","Abita Brewing Company","Pilsner - Other",4.8,35,,,,,,,,2.75,"2015-12-04 22:47:32",https://untappd.com/c/252190474,https://untappd.com/beer/424299,https://untappd.com/brewery/10,"United States","Abita Springs",LA,,,
"Stiff-Arm IPA","Land-Grant Brewing Company","IPA - American",6.4,50,,,,,,,,3.75,"2015-12-04 23:23:54",https://untappd.com/c/252209727,https://untappd.com/beer/560818,https://untappd.com/brewery/103502,"United States",Columbus,OH,,,
Franz,"Rhinegeist Brewery",Märzen,5.4,20,,,,,,,,3.25,"2015-12-04 23:24:41",https://untappd.com/c/252210091,https://untappd.com/beer/454961,https://untappd.com/brewery/69953,"United States",Cincinnati,OH,,,
"1810 Oktoberfest","Elevator Brewing Company",Märzen,5.9,0,,,,,,,,2,"2015-12-04 23:58:01",https://untappd.com/c/252224874,https://untappd.com/beer/76412,https://untappd.com/brewery/2732,"United States",Columbus,OH,,,
"Stone Ruination Double IPA 2.0","Stone Brewing","IPA - Imperial / Double",8.5,100,,,,,,,,2,"2015-12-05 00:41:23",https://untappd.com/c/252239259,https://untappd.com/beer/1044097,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
"Greenskeeper Session IPA","Land-Grant Brewing Company","IPA - Session / India Session Ale",4.7,44,,,,,,,,2.75,"2015-12-05 00:42:41",https://untappd.com/c/252239571,https://untappd.com/beer/560819,https://untappd.com/brewery/103502,"United States",Columbus,OH,,,
PsycHOPathy,"MadTree Brewing Company","IPA - American",6.9,60,,,,,,,,2.75,"2015-12-05 00:44:04",https://untappd.com/c/252239919,https://untappd.com/beer/314529,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
Dad,"Rhinegeist Brewery","Red Ale - American Amber / Red",6,45,,,,,,,,2.75,"2015-12-05 00:44:24",https://untappd.com/c/252240115,https://untappd.com/beer/509027,https://untappd.com/brewery/69953,"United States",Cincinnati,OH,,,
"Ryesing Up","Blank Slate Brewing Co.","Saison / Farmhouse Ale",8,27,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,2.75,"2015-12-07 17:10:03",https://untappd.com/c/253254730,https://untappd.com/beer/187679,https://untappd.com/brewery/32576,"United States",,,,,
"Lil' SIPA","Rivertown Brewery & Barrel House (Ohio)","IPA - Session / India Session Ale",4.5,55,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3.75,"2015-12-07 17:11:12",https://untappd.com/c/253254959,https://untappd.com/beer/370422,https://untappd.com/brewery/1681,"United States",Monroe,OH,,,
Lift,"MadTree Brewing Company",Kölsch,4.7,11,,"16-Bit Bar+Arcade",Cincinnati,OH,"United States",39.1104,-84.5137,3.5,"2015-12-10 22:21:04",https://untappd.com/c/254054102,https://untappd.com/beer/536931,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
Anti-Hero,"Revolution Brewing Company","IPA - American",6.7,65,,"16-Bit Bar+Arcade",Cincinnati,OH,"United States",39.1104,-84.5137,4,"2015-12-10 22:30:15",https://untappd.com/c/254057818,https://untappd.com/beer/9275,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
"Gavel Banger","Taft's Brewing Company","IPA - American",7,65,,"Tafts Ale House",Cincinnati,OH,"United States",39.1114,-84.5175,3.75,"2015-12-10 23:16:22",https://untappd.com/c/254073485,https://untappd.com/beer/1026563,https://untappd.com/brewery/194125,"United States",Cincinnati,OH,,,
"Bremen St. Hefeweizen","Taft's Brewing Company",Hefeweizen,5.8,15,,"Tafts Ale House",Cincinnati,OH,"United States",39.1114,-84.5175,3.25,"2015-12-10 23:25:09",https://untappd.com/c/254075776,https://untappd.com/beer/1346055,https://untappd.com/brewery/194125,"United States",Cincinnati,OH,,,
"Cincinnati Cobra","Taft's Brewing Company","Pale Ale - American",5,36,,"Tafts Ale House",Cincinnati,OH,"United States",39.1114,-84.5175,3.75,"2015-12-12 23:31:49",https://untappd.com/c/255083185,https://untappd.com/beer/1260463,https://untappd.com/brewery/194125,"United States",Cincinnati,OH,,,
Lift,"MadTree Brewing Company",Kölsch,4.7,11,,"Views on Vine",Clifton,OH,"United States",39.1325,-84.5096,3.5,"2015-12-17 23:59:47",https://untappd.com/c/256379313,https://untappd.com/beer/536931,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
"Castaway IPA","Kona Brewing Company","IPA - American",6,50,,"Views on Vine",Clifton,OH,"United States",39.1325,-84.5096,2.75,"2015-12-18 00:01:01",https://untappd.com/c/256379537,https://untappd.com/beer/24589,https://untappd.com/brewery/1988,"United States","Kailua Kona",HI,,,
"Session IPA","Tap Room No. 21 Brewing","IPA - Session / India Session Ale",6.3,0,,"Views on Vine",Clifton,OH,"United States",39.1325,-84.5096,2.75,"2015-12-18 00:01:48",https://untappd.com/c/256379641,https://untappd.com/beer/1439805,https://untappd.com/brewery/202187,"United States",Novato,CA,,,
"Fire Rock","Kona Brewing Company","Pale Ale - American",5.8,35,,"Views on Vine",Clifton,OH,"United States",39.1325,-84.5096,2.75,"2015-12-18 00:58:33",https://untappd.com/c/256388781,https://untappd.com/beer/8843,https://untappd.com/brewery/1988,"United States","Kailua Kona",HI,,,
"Gavel Banger","Taft's Brewing Company","IPA - American",7,65,,"Tafts Ale House",Cincinnati,OH,"United States",39.1114,-84.5175,4,"2015-12-18 23:50:01",https://untappd.com/c/256789679,https://untappd.com/beer/1026563,https://untappd.com/brewery/194125,"United States",Cincinnati,OH,,,
Anti-Hero,"Revolution Brewing Company","IPA - American",6.7,65,,"16-Bit Bar+Arcade",Cincinnati,OH,"United States",39.1104,-84.5137,3.5,"2015-12-19 00:14:57",https://untappd.com/c/256798744,https://untappd.com/beer/9275,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
"Cougar Bait Blonde","Country Boy Brewing","Blonde Ale",5,0,,"Barleycorn's - Lakeside Park","Lakeside Park",KY,"United States",39.033,-84.5682,2.75,"2015-12-20 23:46:23",https://untappd.com/c/257745981,https://untappd.com/beer/129151,https://untappd.com/brewery/23693,"United States",Lexington,KY,,,
"West Sixth IPA","West Sixth Brewing","IPA - American",7,80,,"Barleycorn's - Lakeside Park","Lakeside Park",KY,"United States",39.033,-84.5682,3.25,"2015-12-20 23:47:56",https://untappd.com/c/257746326,https://untappd.com/beer/131260,https://untappd.com/brewery/23986,"United States",Lexington,KY,,,
Smithwick's,Guinness,"Red Ale - Irish",4.5,0,,,,,,,,2.75,"2015-12-22 16:44:28",https://untappd.com/c/258117846,https://untappd.com/beer/13388,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,
"IPA (India Pale Ale)","Arcadia Brewing Company","IPA - American",6,47,,,,,,,,4.25,"2015-12-22 16:45:12",https://untappd.com/c/258117925,https://untappd.com/beer/16291,https://untappd.com/brewery/47,"United States",Kalamazoo,MI,,,
"Snowdrift Vanilla Porter","Jacob Leinenkugel Brewing Company","Porter - American",6,16,,,,,,,,2.5,"2015-12-23 15:40:12",https://untappd.com/c/258435069,https://untappd.com/beer/176974,https://untappd.com/brewery/708,"United States","Chippewa Falls",WI,,,
"Alpha Klaus","3 Floyds Brewing Company","Porter - American",6,39,,,,,,,,3,"2015-12-24 21:14:32",https://untappd.com/c/259125967,https://untappd.com/beer/5411,https://untappd.com/brewery/2470,"United States",Munster,IN,,,
"Yum Yum","3 Floyds Brewing Company","Pale Ale - American",5.5,55,,"Covington Memorial Cemetery","Fort Wayne",IN,"United States",41.0622,-85.2523,2.75,"2015-12-24 22:02:29",https://untappd.com/c/259154842,https://untappd.com/beer/562219,https://untappd.com/brewery/2470,"United States",Munster,IN,,,
"Auburn Lager","Mad Anthony Brewing Company","Lager - American Amber / Red",4.6,21,,,,,,,,3,"2015-12-26 16:37:03",https://untappd.com/c/259955602,https://untappd.com/beer/74011,https://untappd.com/brewery/4834,"United States","Fort Wayne",IN,,,
"Fire Rock","Kona Brewing Company","Pale Ale - American",5.8,35,,"Views on Vine",Clifton,OH,"United States",39.1325,-84.5096,2.75,"2015-12-27 00:58:16",https://untappd.com/c/260315372,https://untappd.com/beer/8843,https://untappd.com/brewery/1988,"United States","Kailua Kona",HI,,,
"Longboard Island Lager","Kona Brewing Company","Lager - Pale",4.6,20,,"Views on Vine",Clifton,OH,"United States",39.1325,-84.5096,3,"2015-12-27 00:59:31",https://untappd.com/c/260315672,https://untappd.com/beer/13560,https://untappd.com/brewery/1988,"United States","Kailua Kona",HI,,,
"Big Wave Golden Ale","Kona Brewing Company","Golden Ale",4.4,20,,"Views on Vine",Clifton,OH,"United States",39.1325,-84.5096,2.75,"2015-12-27 00:59:42",https://untappd.com/c/260315595,https://untappd.com/beer/9657,https://untappd.com/brewery/1988,"United States","Kailua Kona",HI,,,
"Squinty Eye","Tap & Screw Brewery","IPA - Red",7.8,66,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3,"2016-01-21 16:50:45",https://untappd.com/c/268953152,https://untappd.com/beer/1199242,https://untappd.com/brewery/174949,"United States",Cincinnati,OH,,,
"Planetary Eclipse","Listermann Brewing Company","IPA - Black / Cascadian Dark Ale",6,70,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,2.5,"2016-01-21 16:51:35",https://untappd.com/c/268953363,https://untappd.com/beer/849021,https://untappd.com/brewery/794,"United States",Cincinnati,OH,,,
Storm,"Braxton Brewing Company","Cream Ale",4.8,17,,"Braxton Brewing Company",Covington,KY,"United States",39.0831,-84.511,3.25,"2016-01-31 12:51:12",https://untappd.com/c/272640995,https://untappd.com/beer/1013580,https://untappd.com/brewery/45993,"United States",Covington,KY,,,
"Twisted Bit","Braxton Brewing Company","Lager - Dortmunder / Export",5.8,30,,"Braxton Brewing Company",Covington,KY,"United States",39.0831,-84.511,3,"2016-01-31 12:57:08",https://untappd.com/c/272642631,https://untappd.com/beer/1180708,https://untappd.com/brewery/45993,"United States",Covington,KY,,,
Crowbar,"Braxton Brewing Company","IPA - Black / Cascadian Dark Ale",5.9,132,,"Braxton Brewing Company",Covington,KY,"United States",39.0831,-84.511,3.25,"2016-01-31 13:03:50",https://untappd.com/c/272644926,https://untappd.com/beer/1327251,https://untappd.com/brewery/45993,"United States",Covington,KY,,,
"Crank Shaft","Braxton Brewing Company","IPA - American",6,75,,"Braxton Brewing Company",Covington,KY,"United States",39.0831,-84.511,3.5,"2016-01-31 13:58:55",https://untappd.com/c/272666044,https://untappd.com/beer/1023421,https://untappd.com/brewery/45993,"United States",Covington,KY,,,
"SNAPSHOT SERIES: Imperial IPA","Mt. Carmel Brewing Company","IPA - Imperial / Double",8.7,0,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3,"2016-02-11 16:02:15",https://untappd.com/c/276162282,https://untappd.com/beer/696853,https://untappd.com/brewery/1486,"United States",Cincinnati,OH,,,
"Jungle Honey","Listermann Brewing Company","IPA - American",5.5,40,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3.75,"2016-02-11 16:02:29",https://untappd.com/c/276162174,https://untappd.com/beer/273296,https://untappd.com/brewery/794,"United States",Cincinnati,OH,,,
"Nefarious Nectar","The Tap Brewery","Blonde Ale - Belgian Blonde / Golden",9.2,29,,,,,,,,,"2016-02-26 23:12:13",https://untappd.com/c/281711627,https://untappd.com/beer/967345,https://untappd.com/brewery/153445,"United States",Bloomington,IN,,,
"Nefarious Nectar","The Tap Brewery","Blonde Ale - Belgian Blonde / Golden",9.2,29,,"The Tap",Indianapolis,IN,"United States",39.7712,-86.1547,3.5,"2016-02-26 23:12:39",https://untappd.com/c/281711907,https://untappd.com/beer/967345,https://untappd.com/brewery/153445,"United States",Bloomington,IN,,,
"Electric Stinger","The Tap Brewery","Belgian Tripel",9,25,,"The Tap",Indianapolis,IN,"United States",39.7712,-86.1547,1.75,"2016-02-26 23:13:13",https://untappd.com/c/281712206,https://untappd.com/beer/820761,https://untappd.com/brewery/153445,"United States",Bloomington,IN,,,
"Pipes And Plaid","The Tap Brewery","Scotch Ale / Wee Heavy",7.2,30,,"The Tap",Indianapolis,IN,"United States",39.7712,-86.1547,2.75,"2016-02-26 23:14:28",https://untappd.com/c/281712914,https://untappd.com/beer/1374119,https://untappd.com/brewery/153445,"United States",Bloomington,IN,,,
"221 B Baker Street","The Tap Brewery","English Mild Ale",3.8,12,,"The Tap",Indianapolis,IN,"United States",39.7712,-86.1547,2,"2016-02-26 23:30:34",https://untappd.com/c/281721254,https://untappd.com/beer/1358454,https://untappd.com/brewery/153445,"United States",Bloomington,IN,,,
Taptoberfest,"The Tap Brewery",Märzen,6.5,19,,"The Tap",Indianapolis,IN,"United States",39.7712,-86.1547,3,"2016-02-26 23:39:57",https://untappd.com/c/281725744,https://untappd.com/beer/1221256,https://untappd.com/brewery/153445,"United States",Bloomington,IN,,,
"Osiris Pale Ale","Sun King Brewing Company","Pale Ale - American",5.6,50,,"Sun King Brewery",Indianapolis,IN,"United States",39.7691,-86.1451,3.75,"2016-03-19 21:05:59",https://untappd.com/c/290046672,https://untappd.com/beer/9688,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Indians Lager","Sun King Brewing Company","Lager - Vienna",5.5,24,,"Sun King Fishers Tap Room and Small Batch Brewery",Fishers,IN,"United States",39.928,-86.0242,3.5,"2016-03-19 21:06:50",https://untappd.com/c/290047277,https://untappd.com/beer/154240,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Easy Chair Amber Ale","Upland Brewing Company","Red Ale - American Amber / Red",5.25,22,,,,,,,,3,"2016-03-19 21:07:00",https://untappd.com/c/290047675,https://untappd.com/beer/601997,https://untappd.com/brewery/1313,"United States",Bloomington,IN,,,
"Wee Mac Scottish-Style Ale","Sun King Brewing Company","Scottish Ale",5.3,23,,"Sun King Brewery",Indianapolis,IN,"United States",39.7691,-86.1451,3.25,"2016-03-19 21:08:46",https://untappd.com/c/290049182,https://untappd.com/beer/7322,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Ring of Dingle","Sun King Brewing Company","Stout - Irish Dry",4.6,34,,"Sun King Brewery",Indianapolis,IN,"United States",39.7691,-86.1451,2,"2016-03-19 21:09:47",https://untappd.com/c/290049974,https://untappd.com/beer/36578,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Java Mac","Sun King Brewing Company","Scottish Export Ale",5.3,23,,"Sun King Brewery",Indianapolis,IN,"United States",39.7691,-86.1451,2.75,"2016-03-19 21:10:01",https://untappd.com/c/290050377,https://untappd.com/beer/87227,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Big Iron","Sun King Brewing Company","Barleywine - English",8.3,51,,"Sun King Brewery",Indianapolis,IN,"United States",39.7691,-86.1451,3,"2016-03-19 21:10:41",https://untappd.com/c/290050875,https://untappd.com/beer/308040,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Alrye'd Alrye'd Alrye'd","Sun King Brewing Company","Rye IPA",6.1,64,,"Sun King Brewery",Indianapolis,IN,"United States",39.7691,-86.1451,3,"2016-03-19 21:10:55",https://untappd.com/c/290051231,https://untappd.com/beer/1470256,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Campside Session IPA","Upland Brewing Company","IPA - Session / India Session Ale",4.5,50,,"City of Bloomington",,IN,"United States",39.1647,-86.535,3.5,"2016-03-20 18:28:09",https://untappd.com/c/290442590,https://untappd.com/beer/388825,https://untappd.com/brewery/1313,"United States",Bloomington,IN,,,
"Zombie Dust","3 Floyds Brewing Company","Pale Ale - American",6.2,50,,,,,,,,4,"2016-03-25 21:16:29",https://untappd.com/c/292076257,https://untappd.com/beer/13559,https://untappd.com/brewery/2470,"United States",Munster,IN,,,
RoHoFlo,"MadTree Brewing Company","Cream Ale",4.6,6,,"MadTree Brewing",Cincinnati,OH,"United States",39.1564,-84.424,1.75,"2016-04-30 14:31:52",https://untappd.com/c/305704210,https://untappd.com/beer/1481813,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
"PSA (Proper Session Ale)","MadTree Brewing Company","Pale Ale - American",4.5,30,,"MadTree Brewing",Cincinnati,OH,"United States",39.1564,-84.424,3.5,"2016-04-30 14:33:51",https://untappd.com/c/305705733,https://untappd.com/beer/535251,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
"Red Chair NWPA","Deschutes Brewery","Pale Ale - American",6.2,60,,,,,,,,3.25,"2016-04-30 14:36:34",https://untappd.com/c/305708087,https://untappd.com/beer/14770,https://untappd.com/brewery/441,"United States",Bend,OR,,,
"Radicle Azacca","MadTree Brewing Company","Pale Ale - American",5.5,22,,"MadTree Brewing",Cincinnati,OH,"United States",39.1564,-84.424,3.5,"2016-04-30 14:39:12",https://untappd.com/c/305710383,https://untappd.com/beer/1518583,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
"Treesearch #3984 Experimental IPA","MadTree Brewing Company","IPA - American",6.6,30,,"MadTree Brewing",Cincinnati,OH,"United States",39.1564,-84.424,2.25,"2016-04-30 14:43:09",https://untappd.com/c/305713694,https://untappd.com/beer/1527105,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
"Orange Avenue Wit","Coronado Brewing Company",Witbier,5.2,15,,"The Local Pacific Beach","San Diego",CA,"United States",32.7937,-117.254,3,"2016-05-09 21:37:39",https://untappd.com/c/309483307,https://untappd.com/beer/9827,https://untappd.com/brewery/404,"United States","San Diego",CA,,,
"San Diego Pale Ale .394","AleSmith Brewing Company","Pale Ale - American",6,26,,"The Local Pacific Beach","San Diego",CA,"United States",32.7937,-117.254,4,"2016-05-09 21:38:42",https://untappd.com/c/309483412,https://untappd.com/beer/705460,https://untappd.com/brewery/2471,"United States","San Diego",CA,,,
"Orange Wheat","Hangar 24 Craft Brewing","Pale Wheat Ale - American",4.6,17,,"The Local Pacific Beach","San Diego",CA,"United States",32.7937,-117.254,3,"2016-05-09 22:03:36",https://untappd.com/c/309485709,https://untappd.com/beer/12935,https://untappd.com/brewery/3287,"United States",Redlands,CA,,,
"Thai Chili Wahoo","Ballast Point Brewing Company","Spiced / Herbed Beer",4.2,12,,"Ballast Point Tasting Room & Kitchen - Little Italy","San Diego",CA,"United States",32.7276,-117.17,2.25,"2016-05-11 14:05:04",https://untappd.com/c/309812644,https://untappd.com/beer/139564,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Pineapple Sculpin","Ballast Point Brewing Company","IPA - American",7,70,,"Ballast Point Tasting Room & Kitchen - Little Italy","San Diego",CA,"United States",32.7276,-117.17,3.5,"2016-05-11 14:05:04",https://untappd.com/c/309812739,https://untappd.com/beer/878028,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Grunion Pale Ale","Ballast Point Brewing Company","Pale Ale - American",5.5,50,,"Ballast Point Tasting Room & Kitchen - Little Italy","San Diego",CA,"United States",32.7276,-117.17,3.25,"2016-05-11 14:09:49",https://untappd.com/c/309813987,https://untappd.com/beer/419534,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Mango Even Keel","Ballast Point Brewing Company","IPA - Session / India Session Ale",3.8,40,,"Ballast Point Tasting Room & Kitchen - Little Italy","San Diego",CA,"United States",32.7276,-117.17,3.25,"2016-05-11 14:13:38",https://untappd.com/c/309815169,https://untappd.com/beer/878224,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Thai Chili Wahoo","Ballast Point Brewing Company","Spiced / Herbed Beer",4.2,12,,,,,,,,1.25,"2016-05-11 14:19:16",https://untappd.com/c/309816643,https://untappd.com/beer/139564,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Calm Before the Storm Raspberry","Ballast Point Brewing Company","Cream Ale",5.5,0,,"Ballast Point Tasting Room & Kitchen - Little Italy","San Diego",CA,"United States",32.7276,-117.17,2.75,"2016-05-11 14:19:28",https://untappd.com/c/309816803,https://untappd.com/beer/1538095,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Watermelon Dorado","Ballast Point Brewing Company","IPA - Imperial / Double",10,90,,"Ballast Point Tasting Room & Kitchen - Little Italy","San Diego",CA,"United States",32.7276,-117.17,3.5,"2016-05-11 14:22:43",https://untappd.com/c/309817638,https://untappd.com/beer/878075,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Grapefruit Sculpin","Ballast Point Brewing Company","IPA - American",7,70,,"Ballast Point Tasting Room & Kitchen - Little Italy","San Diego",CA,"United States",32.7276,-117.17,3.5,"2016-05-11 14:30:40",https://untappd.com/c/309820133,https://untappd.com/beer/285658,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,,,,,,,3.5,"2016-05-29 13:37:02",https://untappd.com/c/317297889,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,
"Tropical Pale Ale","Boulevard Brewing Co.","Pale Ale - American",5.9,45,,,,,,,,3.75,"2016-05-29 13:37:20",https://untappd.com/c/317298039,https://untappd.com/beer/1490878,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,
"Hacker-Pschorr Münchener (Munich) Gold",Hacker-Pschorr,"Lager - Dortmunder / Export",5.5,0,,,,,,,,3,"2016-05-29 13:38:12",https://untappd.com/c/317298494,https://untappd.com/beer/16313,https://untappd.com/brewery/280466,Germany,"81249 München",BY,,,
Budweiser,Anheuser-Busch,"Lager - North American Adjunct",5,12,,"Indianapolis Motor Speedway",Speedway,IN,"United States",39.7898,-86.234,1.25,"2016-05-29 13:38:46",https://untappd.com/c/317298828,https://untappd.com/beer/3783,https://untappd.com/brewery/44,"United States","St. Louis",MO,,,
"Coors Light","Coors Brewing Company","Lager - American Light",4.2,10,,"Indianapolis Motor Speedway",Speedway,IN,"United States",39.7898,-86.234,1,"2016-05-29 13:39:59",https://untappd.com/c/317299462,https://untappd.com/beer/3834,https://untappd.com/brewery/399,"United States",Golden,CO,,,
"Miller Lite","Miller Brewing Company","Pilsner - Other",4.17,10,,"Indianapolis Motor Speedway",Speedway,IN,"United States",39.7898,-86.234,0.5,"2016-05-29 13:40:05",https://untappd.com/c/317299598,https://untappd.com/beer/3811,https://untappd.com/brewery/863,"United States",Milwaukee,WI,,,
"Bud Light",Anheuser-Busch,"Lager - American Light",4.2,27,,"Indianapolis Motor Speedway",Speedway,IN,"United States",39.7898,-86.234,0.5,"2016-05-29 13:40:41",https://untappd.com/c/317299821,https://untappd.com/beer/3784,https://untappd.com/brewery/44,"United States","St. Louis",MO,,,
IPA,"SweetWater Brewing Company ","IPA - American",6.3,50,,,,,,,,3.5,"2016-06-02 23:10:45",https://untappd.com/c/318864946,https://untappd.com/beer/7053,https://untappd.com/brewery/1224,"United States",Atlanta,GA,,,
"Georgia Brown","SweetWater Brewing Company ","Brown Ale - American",5.8,30,,,,,,,,2.5,"2016-06-02 23:11:09",https://untappd.com/c/318865033,https://untappd.com/beer/4512,https://untappd.com/brewery/1224,"United States",Atlanta,GA,,,
Elderflower,"Angry Orchard Cider Company",Cider,5,10,,,,,,,,2.75,"2016-06-05 21:00:35",https://untappd.com/c/320491702,https://untappd.com/beer/302009,https://untappd.com/brewery/16455,"United States",Cincinnati,OH,,,
"Summer Honey","Angry Orchard Cider Company",Cider,5,10,,,,,,,,3.25,"2016-06-05 21:00:59",https://untappd.com/c/320491931,https://untappd.com/beer/844851,https://untappd.com/brewery/16455,"United States",Cincinnati,OH,,,
"Small Batch Hefeweizen One","Sun King Brewing Company",Hefeweizen,5.33,15,,"Sun King Brewery",Indianapolis,IN,"United States",39.7691,-86.1451,3,"2016-06-09 14:50:22",https://untappd.com/c/321381729,https://untappd.com/beer/1568286,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Green Line Pale Ale","Goose Island Beer Co.","Pale Ale - American",5.4,30,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3.25,"2016-06-11 17:14:47",https://untappd.com/c/322499573,https://untappd.com/beer/12943,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,
